station_id,capacity,docks_total,diff_net,ape_net,capacity_calib,diff_calib,ape_calib
31530,22,14,8,57.14285714285714,9.603840800535828,-4.396159199464172,31.4011371390298
31531,76,14,62,442.8571428571429,11.803466269750057,-2.196533730249943,15.689526644642449
31532,38,12,26,216.66666666666666,10.255581680303006,-1.7444183196969938,14.536819330808282
31533,32,9,23,255.55555555555554,10.011178850390314,1.0111788503903139,11.235320559892376
31534,48,6,42,700.0,10.662919730157494,4.662919730157494,77.71532883595823
31535,18,12,6,50.0,9.440905580594032,-2.5590944194059677,21.325786828383066
31536,36,18,18,100.0,10.17411407033211,-7.825885929667891,43.477144053710504
31537,12,11,1,9.090909090909092,9.19650275068134,-1.80349724931866,16.395429539260544
31538,12,9,3,33.33333333333333,9.19650275068134,0.19650275068133993,2.1833638964593325
31539,6,1,5,500.0,8.952099920768648,7.952099920768648,795.2099920768648
31540,24,6,18,300.0,9.685308410506725,3.6853084105067246,61.421806841778746
31541,38,15,23,153.33333333333334,10.255581680303006,-4.744418319696994,31.62945546464663
31542,8,1,7,700.0,9.033567530739544,8.033567530739544,803.3567530739545
31543,24,7,17,242.85714285714283,9.685308410506725,2.6853084105067246,38.361548721524635
31544,17,3,14,466.6666666666667,9.400171775608584,6.400171775608584,213.3390591869528
31546,11,3,8,266.66666666666663,9.155768945695892,6.1557689456958915,205.19229818986307
31600,43,5,38,760.0,10.45925070523025,5.45925070523025,109.18501410460499
31601,51,12,39,325.0,10.78512114511384,-1.2148788548861607,10.123990457384673
31602,300,32,268,837.5,20.927838586490573,-11.072161413509427,34.60050441721696
31603,80,1,79,7900.0,11.966401489691853,10.966401489691853,1096.6401489691852
31604,23,11,12,109.09090909090908,9.644574605521276,-1.3554253944787238,12.32204904071567
31605,44,11,33,300.0,10.499984510215699,-0.5000154897843014,4.545595361675468
31606,42,5,37,740.0,10.418516900244802,5.418516900244802,108.37033800489604
31607,21,9,12,133.33333333333331,9.563106995550378,0.5631069955503776,6.256744395004195
31608,22,11,11,100.0,9.603840800535828,-1.3961591994641722,12.692356358765203
31610,50,12,38,316.66666666666663,10.744387340128391,-1.255612659871609,10.46343883226341
31611,59,1,58,5800.0,11.11099158499743,10.11099158499743,1011.099158499743
31612,58,22,36,163.63636363636365,11.070257780011982,-10.929742219988018,49.68064645449099
31615,64,6,58,966.6666666666666,11.314660609924672,5.3146606099246725,88.57767683207788
31616,60,5,55,1100.0,11.151725389982879,6.151725389982879,123.03450779965756
31618,38,5,33,660.0,10.255581680303006,5.255581680303006,105.11163360606012
31619,64,17,47,276.4705882352941,11.314660609924672,-5.6853393900753275,33.44317288279605
31620,152,26,126,484.6153846153846,14.899235448644161,-11.100764551355839,42.69524827444553
31621,31,14,17,121.42857142857142,9.970445045404865,-4.029554954595135,28.782535389965247
31622,41,26,15,57.692307692307686,10.377783095259353,-15.622216904740647,60.08544963361787
31623,136,17,119,700.0,14.24749456887698,-2.7525054311230193,16.1912084183707
31624,92,7,85,1214.2857142857142,12.455207149517237,5.455207149517237,77.9315307073891
31625,50,6,44,733.3333333333333,10.744387340128391,4.744387340128391,79.07312233547317
31626,27,9,18,200.0,9.80750982546307,0.8075098254630699,8.97233139403411
31627,120,16,104,650.0,13.595753689109802,-2.4042463108901977,15.026539443063736
31628,75,2,73,3650.0,11.762732464764609,9.762732464764609,488.1366232382304
31629,29,6,23,383.33333333333337,9.888977435433969,3.8889774354339686,64.81629059056614
31630,32,7,25,357.14285714285717,10.011178850390314,3.011178850390314,43.01684071986163
31631,38,14,24,171.42857142857142,10.255581680303006,-3.744418319696994,26.745845140692815
31632,33,4,29,725.0,10.051912655375762,6.051912655375762,151.29781638439405
31633,36,4,32,800.0,10.17411407033211,6.174114070332109,154.35285175830273
31634,92,10,82,819.9999999999999,12.455207149517237,2.4552071495172374,24.552071495172374
31635,29,9,20,222.22222222222223,9.888977435433969,0.8889774354339686,9.877527060377428
31636,46,8,38,475.0,10.581452120186597,2.581452120186597,32.268151502332465
31638,65,5,60,1200.0,11.355394414910123,6.355394414910123,127.10788829820245
31639,41,12,29,241.66666666666666,10.377783095259353,-1.6222169047406467,13.518474206172057
31640,61,14,47,335.7142857142857,11.192459194968327,-2.807540805031673,20.053862893083377
31641,47,16,31,193.75,10.622185925172046,-5.377814074827954,33.611337967674714
31642,63,17,46,270.5882352941177,11.273926804939224,-5.726073195060776,33.6827835003575
31643,29,12,17,141.66666666666669,9.888977435433969,-2.1110225645660314,17.591854704716926
31644,41,18,23,127.77777777777777,10.377783095259353,-7.622216904740647,42.345649470781375
31645,29,9,20,222.22222222222223,9.888977435433969,0.8889774354339686,9.877527060377428
31646,167,6,161,2683.333333333333,15.510242523425891,9.510242523425891,158.5040420570982
31647,176,11,165,1500.0,15.87684676829493,4.87684676829493,44.334970620863004
31648,88,13,75,576.9230769230769,12.292271929575442,-0.7077280704245581,5.444062080188909
31649,65,16,49,306.25,11.355394414910123,-4.644605585089877,29.028784906811733
31650,173,22,151,686.3636363636364,15.754645353338585,-6.245354646661415,28.387975666642795
31651,47,19,28,147.36842105263156,10.622185925172046,-8.377814074827954,44.09375828856818
31652,107,15,92,613.3333333333334,13.066214224298967,-1.9337857757010326,12.891905171340218
31653,112,6,106,1766.6666666666667,13.269883249226211,7.269883249226211,121.16472082043686
31654,58,8,50,625.0,11.070257780011982,3.070257780011982,38.378222250149776
31655,157,10,147,1470.0,15.102904473571405,5.102904473571405,51.029044735714045
31656,43,12,31,258.33333333333337,10.45925070523025,-1.5407492947697499,12.839577456414583
31657,33,11,22,200.0,10.051912655375762,-0.9480873446242377,8.618975860220344
31658,24,3,21,700.0,9.685308410506725,6.685308410506725,222.84361368355746
31659,25,10,15,150.0,9.726042215492173,-0.27395778450782693,2.7395778450782693
31661,65,10,55,550.0,11.355394414910123,1.3553944149101227,13.553944149101227
31662,45,10,35,350.0,10.540718315201147,0.540718315201147,5.40718315201147
31663,23,13,10,76.92307692307693,9.644574605521276,-3.355425394478724,25.81096457291326
31664,31,3,28,933.3333333333334,9.970445045404865,6.970445045404865,232.3481681801622
31665,29,9,20,222.22222222222223,9.888977435433969,0.8889774354339686,9.877527060377428
31666,122,5,117,2340.0,13.6772212990807,8.6772212990807,173.54442598161398
31667,37,6,31,516.6666666666667,10.214847875317558,4.214847875317558,70.24746458862596
31668,43,19,24,126.3157894736842,10.45925070523025,-8.54074929476975,44.95131207773553
31669,82,19,63,331.57894736842104,12.047869099662751,-6.952130900337249,36.59016263335394
31670,123,27,96,355.55555555555554,13.717955104066148,-13.282044895933852,49.192758873829085
31671,3,14,-11,78.57142857142857,8.8298985058123,-5.1701014941876995,36.929296387055
31672,27,2,25,1250.0,9.80750982546307,7.80750982546307,390.3754912731535
31673,56,11,45,409.09090909090907,10.988790170041083,-0.011209829958916728,0.10190754508106116
31674,100,4,96,2400.0,12.781077589400827,8.781077589400827,219.52693973502068
31675,44,8,36,450.0,10.499984510215699,2.4999845102156986,31.24980637769623
31676,57,12,45,375.0,11.029523975026532,-0.9704760249734683,8.087300208112236
31677,40,10,30,300.0,10.337049290273903,0.33704929027390307,3.3704929027390307
31678,24,1,23,2300.0,9.685308410506725,8.685308410506725,868.5308410506725
31680,47,3,44,1466.6666666666665,10.622185925172046,7.622185925172046,254.07286417240152
31699,113,28,85,303.57142857142856,13.310617054211662,-14.689382945788338,52.462081949244066
31700,5,19,-14,73.68421052631578,8.9113661157832,-10.0886338842168,53.09807307482527
31701,8,14,-6,42.857142857142854,9.033567530739544,-4.966432469260456,35.474517637574685
31702,6,6,0,0.0,8.952099920768648,2.9520999207686476,49.201665346144125
31703,13,10,3,30.0,9.237236555666788,-0.7627634443332116,7.627634443332116
31704,4,3,1,33.33333333333333,8.87063231079775,5.870632310797751,195.68774369325837
31705,19,9,10,111.11111111111111,9.48163938557948,0.4816393855794807,5.351548728660896
31706,5,5,0,0.0,8.9113661157832,3.911366115783199,78.22732231566398
31707,9,13,-4,30.76923076923077,9.074301335724993,-3.925698664275007,30.19768203288467
31708,9,13,-4,30.76923076923077,9.074301335724993,-3.925698664275007,30.19768203288467
31710,3,1,2,200.0,8.8298985058123,7.8298985058123005,782.98985058123
31711,6,6,0,0.0,8.952099920768648,2.9520999207686476,49.201665346144125
31712,20,10,10,100.0,9.52237319056493,-0.47762680943507085,4.7762680943507085
31713,8,5,3,60.0,9.033567530739544,4.033567530739544,80.6713506147909
31714,6,11,-5,45.45454545454545,8.952099920768648,-2.0479000792313524,18.61727344755775
31715,15,10,5,50.0,9.318704165637685,-0.6812958343623148,6.812958343623148
31716,18,5,13,260.0,9.440905580594032,4.440905580594032,88.81811161188065
31717,8,9,-1,11.11111111111111,9.033567530739544,0.03356753073954444,0.372972563772716
31718,4,13,-9,69.23076923076923,8.87063231079775,-4.129367689202249,31.7643668400173
31720,14,17,-3,17.647058823529413,9.277970360652237,-7.722029639347763,45.423703760869195
31721,18,9,9,100.0,9.440905580594032,0.4409055805940323,4.898950895489248
31722,5,15,-10,66.66666666666666,8.9113661157832,-6.088633884216801,40.590892561445344
31723,1,11,-10,90.9090909090909,8.748430895841404,-2.2515691041585963,20.468810037805422
31724,1,8,-7,87.5,8.748430895841404,0.7484308958414037,9.355386198017545
31725,17,11,6,54.54545454545454,9.400171775608584,-1.5998282243914161,14.543892949012873
31726,12,7,5,71.42857142857143,9.19650275068134,2.19650275068134,31.37861072401914
31727,23,17,6,35.294117647058826,9.644574605521276,-7.355425394478724,43.26720820281602
31728,5,7,-2,28.57142857142857,8.9113661157832,1.9113661157831991,27.305230225474276
31800,6,7,-1,14.285714285714285,8.952099920768648,1.9520999207686476,27.887141725266396
31801,42,6,36,600.0,10.418516900244802,4.418516900244802,73.64194833741337
31802,11,2,9,450.0,9.155768945695892,7.1557689456958915,357.7884472847946
31803,13,2,11,550.0,9.237236555666788,7.237236555666788,361.86182778333944
31804,17,9,8,88.88888888888889,9.400171775608584,0.40017177560858386,4.446353062317598
31805,11,3,8,266.66666666666663,9.155768945695892,6.1557689456958915,205.19229818986307
31806,21,14,7,50.0,9.563106995550378,-4.436893004449622,31.692092888925878
31808,13,4,9,225.0,9.237236555666788,5.237236555666788,130.93091389166972
31811,7,16,-9,56.25,8.992833725754096,-7.007166274245904,43.794789214036896
31812,22,12,10,83.33333333333334,9.603840800535828,-2.396159199464172,19.967993328868104
31813,8,12,-4,33.33333333333333,9.033567530739544,-2.9664324692604556,24.720270577170464
31814,2,8,-6,75.0,8.789164700826852,0.7891647008268521,9.864558760335651
31815,5,8,-3,37.5,8.9113661157832,0.9113661157831991,11.39207644728999
31816,14,14,0,0.0,9.277970360652237,-4.722029639347763,33.72878313819831
31817,9,1,8,800.0,9.074301335724993,8.074301335724993,807.4301335724992
31818,2,10,-8,80.0,8.789164700826852,-1.210835299173148,12.10835299173148
31819,3,4,-1,25.0,8.8298985058123,4.8298985058123005,120.74746264530751
31820,10,4,6,150.0,9.115035140710443,5.115035140710443,127.87587851776108
31822,7,17,-10,58.82352941176471,8.992833725754096,-8.007166274245904,47.10097808379943
31824,5,4,1,25.0,8.9113661157832,4.911366115783199,122.78415289457998
31825,3,14,-11,78.57142857142857,8.8298985058123,-5.1701014941876995,36.929296387055
31826,9,16,-7,43.75,9.074301335724993,-6.925698664275007,43.2856166517188
31827,19,19,0,0.0,9.48163938557948,-9.51836061442052,50.09663481273957
31829,11,11,0,0.0,9.155768945695892,-1.8442310543041085,16.765736857310078
31831,5,7,-2,28.57142857142857,8.9113661157832,1.9113661157831991,27.305230225474276
31900,12,13,-1,7.6923076923076925,9.19650275068134,-3.80349724931866,29.25767114860508
31901,9,9,0,0.0,9.074301335724993,0.07430133572499287,0.8255703969443652
31902,15,8,7,87.5,9.318704165637685,1.3187041656376852,16.483802070471064
31903,35,1,34,3400.0,10.133380265346661,9.133380265346661,913.3380265346661
31904,20,16,4,25.0,9.52237319056493,-6.477626809435071,40.485167558969195
31905,12,6,6,100.0,9.19650275068134,3.19650275068134,53.275045844689
31906,9,12,-3,25.0,9.074301335724993,-2.925698664275007,24.38082220229173
31908,5,10,-5,50.0,8.9113661157832,-1.0886338842168009,10.886338842168009
31909,13,13,0,0.0,9.237236555666788,-3.7627634443332116,28.94433418717855
31910,15,15,0,0.0,9.318704165637685,-5.681295834362315,37.875305562415434
31912,12,10,2,20.0,9.19650275068134,-0.8034972493186601,8.0349724931866
31914,12,9,3,33.33333333333333,9.19650275068134,0.19650275068133993,2.1833638964593325
31915,10,8,2,25.0,9.115035140710443,1.115035140710443,13.937939258880538
31916,14,16,-2,12.5,9.277970360652237,-6.722029639347763,42.01268524592352
31917,56,10,46,459.99999999999994,10.988790170041083,0.9887901700410833,9.887901700410833
31918,20,12,8,66.66666666666666,9.52237319056493,-2.477626809435071,20.64689007862559
31919,13,5,8,160.0,9.237236555666788,4.237236555666788,84.74473111333577
31920,30,10,20,200.0,9.929711240419417,-0.070288759580583,0.70288759580583
31921,10,9,1,11.11111111111111,9.115035140710443,0.11503514071044307,1.2781682301160342
31923,13,9,4,44.44444444444444,9.237236555666788,0.23723655566678836,2.635961729630982
31924,25,9,16,177.77777777777777,9.726042215492173,0.7260422154921731,8.067135727690813
31926,27,11,16,145.45454545454547,9.80750982546307,-1.19249017453693,10.840819768517546
31927,10,8,2,25.0,9.115035140710443,1.115035140710443,13.937939258880538
31928,7,13,-6,46.15384615384615,8.992833725754096,-4.007166274245904,30.824355955737726
31929,16,2,14,700.0,9.359437970623135,7.359437970623135,367.9718985311568
31930,12,14,-2,14.285714285714285,9.19650275068134,-4.80349724931866,34.31069463799043
31931,24,4,20,500.0,9.685308410506725,5.685308410506725,142.13271026266813
31932,10,6,4,66.66666666666666,9.115035140710443,3.115035140710443,51.91725234517405
31933,27,3,24,800.0,9.80750982546307,6.80750982546307,226.91699418210231
31935,19,13,6,46.15384615384615,9.48163938557948,-3.5183606144205193,27.06431241861938
31936,15,10,5,50.0,9.318704165637685,-0.6812958343623148,6.812958343623148
31937,19,9,10,111.11111111111111,9.48163938557948,0.4816393855794807,5.351548728660896
31938,15,8,7,87.5,9.318704165637685,1.3187041656376852,16.483802070471064
31939,21,11,10,90.9090909090909,9.563106995550378,-1.4368930044496224,13.062663676814749
31940,32,10,22,220.00000000000003,10.011178850390314,0.011178850390313855,0.11178850390313855
31941,6,6,0,0.0,8.952099920768648,2.9520999207686476,49.201665346144125
31942,6,7,-1,14.285714285714285,8.952099920768648,1.9520999207686476,27.887141725266396
31943,3,9,-6,66.66666666666666,8.8298985058123,-0.1701014941876995,1.8900166020855498
31944,13,4,9,225.0,9.237236555666788,5.237236555666788,130.93091389166972
31945,12,14,-2,14.285714285714285,9.19650275068134,-4.80349724931866,34.31069463799043
31946,6,7,-1,14.285714285714285,8.952099920768648,1.9520999207686476,27.887141725266396
31947,68,20,48,240.0,11.477595829866468,-8.522404170133532,42.61202085066766
31948,9,9,0,0.0,9.074301335724993,0.07430133572499287,0.8255703969443652
31950,13,9,4,44.44444444444444,9.237236555666788,0.23723655566678836,2.635961729630982
31951,19,9,10,111.11111111111111,9.48163938557948,0.4816393855794807,5.351548728660896
31952,6,13,-7,53.84615384615385,8.952099920768648,-4.047900079231352,31.13769291716425
31953,7,3,4,133.33333333333331,8.992833725754096,5.992833725754096,199.76112419180322
31954,10,7,3,42.857142857142854,9.115035140710443,2.115035140710443,30.2147877244349
31955,12,12,0,0.0,9.19650275068134,-2.80349724931866,23.362477077655498
31956,22,2,20,1000.0,9.603840800535828,7.603840800535828,380.1920400267914
31957,8,13,-5,38.46153846153847,9.033567530739544,-3.9664324692604556,30.511018994311197
31958,13,5,8,160.0,9.237236555666788,4.237236555666788,84.74473111333577
31959,26,12,14,116.66666666666667,9.766776020477622,-2.2332239795223785,18.610199829353157
31960,13,5,8,160.0,9.237236555666788,4.237236555666788,84.74473111333577
31961,9,8,1,12.5,9.074301335724993,1.0743013357249929,13.42876669656241
31962,7,5,2,40.0,8.992833725754096,3.992833725754096,79.85667451508192
31963,15,10,5,50.0,9.318704165637685,-0.6812958343623148,6.812958343623148
31964,3,9,-6,66.66666666666666,8.8298985058123,-0.1701014941876995,1.8900166020855498
31966,8,8,0,0.0,9.033567530739544,1.0335675307395444,12.919594134244306
31967,9,9,0,0.0,9.074301335724993,0.07430133572499287,0.8255703969443652
31968,34,2,32,1600.0,10.092646460361212,8.092646460361212,404.6323230180606
31969,20,19,1,5.263157894736842,9.52237319056493,-9.47762680943507,49.88224636544774
31970,37,13,24,184.6153846153846,10.214847875317558,-2.785152124682442,21.424247112941863
31971,16,9,7,77.77777777777779,9.359437970623135,0.3594379706231354,3.993755229145949
31972,14,9,5,55.55555555555556,9.277970360652237,0.2779703606522368,3.0885595628026308
31973,21,5,16,320.0,9.563106995550378,4.563106995550378,91.26213991100755
31974,10,4,6,150.0,9.115035140710443,5.115035140710443,127.87587851776108
31976,17,7,10,142.85714285714286,9.400171775608584,2.400171775608584,34.28816822297977
31977,15,10,5,50.0,9.318704165637685,-0.6812958343623148,6.812958343623148
31978,38,1,37,3700.0,10.255581680303006,9.255581680303006,925.5581680303006
31979,15,8,7,87.5,9.318704165637685,1.3187041656376852,16.483802070471064
31981,13,11,2,18.181818181818183,9.237236555666788,-1.7627634443332116,16.025122221211017
32000,19,8,11,137.5,9.48163938557948,1.4816393855794807,18.52049231974351
32001,15,8,7,87.5,9.318704165637685,1.3187041656376852,16.483802070471064
32002,15,10,5,50.0,9.318704165637685,-0.6812958343623148,6.812958343623148
32003,11,3,8,266.66666666666663,9.155768945695892,6.1557689456958915,205.19229818986307
32005,2,8,-6,75.0,8.789164700826852,0.7891647008268521,9.864558760335651
32006,13,9,4,44.44444444444444,9.237236555666788,0.23723655566678836,2.635961729630982
32008,45,8,37,462.5,10.540718315201147,2.540718315201147,31.758978940014337
32009,6,7,-1,14.285714285714285,8.952099920768648,1.9520999207686476,27.887141725266396
32012,19,16,3,18.75,9.48163938557948,-6.518360614420519,40.739753840128245
32014,46,17,29,170.58823529411765,10.581452120186597,-6.418547879813403,37.75616399890237
32017,4,10,-6,60.0,8.87063231079775,-1.1293676892022493,11.293676892022493
32018,5,12,-7,58.333333333333336,8.9113661157832,-3.088633884216801,25.738615701806673
32019,23,2,21,1050.0,9.644574605521276,7.644574605521276,382.2287302760638
32021,26,14,12,85.71428571428571,9.766776020477622,-4.2332239795223785,30.23731413944556
32022,5,9,-4,44.44444444444444,8.9113661157832,-0.08863388421680085,0.9848209357422317
32023,8,14,-6,42.857142857142854,9.033567530739544,-4.966432469260456,35.474517637574685
32024,25,3,22,733.3333333333333,9.726042215492173,6.726042215492173,224.20140718307243
32025,40,3,37,1233.3333333333335,10.337049290273903,7.337049290273903,244.56830967579677
32026,12,6,6,100.0,9.19650275068134,3.19650275068134,53.275045844689
32027,29,9,20,222.22222222222223,9.888977435433969,0.8889774354339686,9.877527060377428
32028,8,8,0,0.0,9.033567530739544,1.0335675307395444,12.919594134244306
32029,17,7,10,142.85714285714286,9.400171775608584,2.400171775608584,34.28816822297977
32032,8,11,-3,27.27272727272727,9.033567530739544,-1.9664324692604556,17.876658811458686
32034,11,14,-3,21.428571428571427,9.155768945695892,-4.8442310543041085,34.60165038788649
32036,19,13,6,46.15384615384615,9.48163938557948,-3.5183606144205193,27.06431241861938
32037,9,10,-1,10.0,9.074301335724993,-0.9256986642750071,9.256986642750071
32038,6,14,-8,57.14285714285714,8.952099920768648,-5.047900079231352,36.056429137366806
32039,9,13,-4,30.76923076923077,9.074301335724993,-3.925698664275007,30.19768203288467
32040,27,12,15,125.0,9.80750982546307,-2.19249017453693,18.270751454474418
32043,8,6,2,33.33333333333333,9.033567530739544,3.0335675307395444,50.55945884565908
32044,5,9,-4,44.44444444444444,8.9113661157832,-0.08863388421680085,0.9848209357422317
32045,8,18,-10,55.55555555555556,9.033567530739544,-8.966432469260456,49.81351371811365
32046,20,13,7,53.84615384615385,9.52237319056493,-3.477626809435071,26.750975457192855
32047,6,16,-10,62.5,8.952099920768648,-7.047900079231352,44.04937549519595
32048,29,6,23,383.33333333333337,9.888977435433969,3.8889774354339686,64.81629059056614
32049,19,2,17,850.0,9.48163938557948,7.481639385579481,374.08196927897404
32050,6,5,1,20.0,8.952099920768648,3.9520999207686476,79.04199841537294
32051,10,12,-2,16.666666666666664,9.115035140710443,-2.884964859289557,24.041373827412972
32053,31,14,17,121.42857142857142,9.970445045404865,-4.029554954595135,28.782535389965247
32054,7,5,2,40.0,8.992833725754096,3.992833725754096,79.85667451508192
32055,20,4,16,400.0,9.52237319056493,5.522373190564929,138.05932976412322
32056,15,12,3,25.0,9.318704165637685,-2.681295834362315,22.34413195301929
32057,13,3,10,333.33333333333337,9.237236555666788,6.237236555666788,207.90788518889295
32058,7,13,-6,46.15384615384615,8.992833725754096,-4.007166274245904,30.824355955737726
32061,8,14,-6,42.857142857142854,9.033567530739544,-4.966432469260456,35.474517637574685
32062,7,14,-7,50.0,8.992833725754096,-5.007166274245904,35.76547338747074
32063,8,10,-2,20.0,9.033567530739544,-0.9664324692604556,9.664324692604556
32064,4,14,-10,71.42857142857143,8.87063231079775,-5.129367689202249,36.638340637158926
32065,7,12,-5,41.66666666666667,8.992833725754096,-3.007166274245904,25.0597189520492
32066,5,13,-8,61.53846153846154,8.9113661157832,-4.088633884216801,31.451029878590774
32067,13,14,-1,7.142857142857142,9.237236555666788,-4.762763444333212,34.019738888094366
32068,5,7,-2,28.57142857142857,8.9113661157832,1.9113661157831991,27.305230225474276
32073,2,13,-11,84.61538461538461,8.789164700826852,-4.210835299173148,32.39104076287037
32074,8,14,-6,42.857142857142854,9.033567530739544,-4.966432469260456,35.474517637574685
32075,5,25,-20,80.0,8.9113661157832,-16.0886338842168,64.3545355368672
32076,10,13,-3,23.076923076923077,9.115035140710443,-3.884964859289557,29.884345071458128
32077,6,14,-8,57.14285714285714,8.952099920768648,-5.047900079231352,36.056429137366806
32078,6,14,-8,57.14285714285714,8.952099920768648,-5.047900079231352,36.056429137366806
32079,5,6,-1,16.666666666666664,8.9113661157832,2.911366115783199,48.52276859638665
32080,12,7,5,71.42857142857143,9.19650275068134,2.19650275068134,31.37861072401914
32081,9,6,3,50.0,9.074301335724993,3.074301335724993,51.23835559541655
32082,7,8,-1,12.5,8.992833725754096,0.992833725754096,12.4104215719262
32083,5,13,-8,61.53846153846154,8.9113661157832,-4.088633884216801,31.451029878590774
32084,8,9,-1,11.11111111111111,9.033567530739544,0.03356753073954444,0.372972563772716
32085,2,5,-3,60.0,8.789164700826852,3.789164700826852,75.78329401653704
32086,4,15,-11,73.33333333333333,8.87063231079775,-6.129367689202249,40.862451261348326
32087,1,14,-13,92.85714285714286,8.748430895841404,-5.251569104158596,37.51120788684712
32088,2,9,-7,77.77777777777779,8.789164700826852,-0.21083529917314792,2.3426144352571994
32089,5,11,-6,54.54545454545454,8.9113661157832,-2.088633884216801,18.98758076560728
32090,0,15,-15,100.0,8.707697090855955,-6.292302909144045,41.9486860609603
32092,4,16,-12,75.0,8.87063231079775,-7.129367689202249,44.55854805751406
32094,4,18,-14,77.77777777777779,8.87063231079775,-9.12936768920225,50.718709384456936
32101,3,10,-7,70.0,8.8298985058123,-1.1701014941876995,11.701014941876995
32200,6,14,-8,57.14285714285714,8.952099920768648,-5.047900079231352,36.056429137366806
32201,8,11,-3,27.27272727272727,9.033567530739544,-1.9664324692604556,17.876658811458686
32203,12,5,7,140.0,9.19650275068134,4.19650275068134,83.9300550136268
32204,10,11,-1,9.090909090909092,9.115035140710443,-1.884964859289557,17.136044175359608
32205,7,3,4,133.33333333333331,8.992833725754096,5.992833725754096,199.76112419180322
32206,5,5,0,0.0,8.9113661157832,3.911366115783199,78.22732231566398
32207,4,11,-7,63.63636363636363,8.87063231079775,-2.1293676892022493,19.357888083656814
32209,4,1,3,300.0,8.87063231079775,7.870632310797751,787.063231079775
32210,7,6,1,16.666666666666664,8.992833725754096,2.992833725754096,49.880562095901595
32211,7,13,-6,46.15384615384615,8.992833725754096,-4.007166274245904,30.824355955737726
32212,4,8,-4,50.0,8.87063231079775,0.8706323107977507,10.882903884971885
32213,9,1,8,800.0,9.074301335724993,8.074301335724993,807.4301335724992
32214,14,13,1,7.6923076923076925,9.277970360652237,-3.722029639347763,28.630997225752026
32215,8,16,-8,50.0,9.033567530739544,-6.966432469260456,43.54020293287785
32216,8,13,-5,38.46153846153847,9.033567530739544,-3.9664324692604556,30.511018994311197
32218,10,9,1,11.11111111111111,9.115035140710443,0.11503514071044307,1.2781682301160342
32219,14,5,9,180.0,9.277970360652237,4.277970360652237,85.55940721304474
32220,8,12,-4,33.33333333333333,9.033567530739544,-2.9664324692604556,24.720270577170464
32221,3,7,-4,57.14285714285714,8.8298985058123,1.8298985058123005,26.141407225890006
32223,2,5,-3,60.0,8.789164700826852,3.789164700826852,75.78329401653704
32224,6,6,0,0.0,8.952099920768648,2.9520999207686476,49.201665346144125
32225,6,2,4,200.0,8.952099920768648,6.952099920768648,347.6049960384324
32226,65,24,41,170.83333333333331,11.355394414910123,-12.644605585089877,52.68585660454116
32228,7,4,3,75.0,8.992833725754096,4.992833725754096,124.8208431438524
32229,10,8,2,25.0,9.115035140710443,1.115035140710443,13.937939258880538
32230,7,14,-7,50.0,8.992833725754096,-5.007166274245904,35.76547338747074
32231,12,16,-4,25.0,9.19650275068134,-6.80349724931866,42.52185780824163
32234,9,11,-2,18.181818181818183,9.074301335724993,-1.9256986642750071,17.506351493409156
32235,10,2,8,400.0,9.115035140710443,7.115035140710443,355.75175703552213
32236,7,7,0,0.0,8.992833725754096,1.992833725754096,28.469053225058516
32237,11,5,6,120.0,9.155768945695892,4.1557689456958915,83.11537891391782
32238,6,1,5,500.0,8.952099920768648,7.952099920768648,795.2099920768648
32242,8,11,-3,27.27272727272727,9.033567530739544,-1.9664324692604556,17.876658811458686
32243,12,12,0,0.0,9.19650275068134,-2.80349724931866,23.362477077655498
32244,1,8,-7,87.5,8.748430895841404,0.7484308958414037,9.355386198017545
32246,3,8,-5,62.5,8.8298985058123,0.8298985058123005,10.373731322653757
32247,4,11,-7,63.63636363636363,8.87063231079775,-2.1293676892022493,19.357888083656814
32248,4,4,0,0.0,8.87063231079775,4.870632310797751,121.76580776994376
32250,5,10,-5,50.0,8.9113661157832,-1.0886338842168009,10.886338842168009
32251,2,5,-3,60.0,8.789164700826852,3.789164700826852,75.78329401653704
32252,4,9,-5,55.55555555555556,8.87063231079775,-0.12936768920224928,1.4374187689138809
32255,4,7,-3,42.857142857142854,8.87063231079775,1.8706323107977507,26.723318725682155
32258,5,18,-13,72.22222222222221,8.9113661157832,-9.0886338842168,50.49241046787112
32259,8,10,-2,20.0,9.033567530739544,-0.9664324692604556,9.664324692604556
32260,13,18,-5,27.77777777777778,9.237236555666788,-8.762763444333212,48.682019135184504
32261,9,11,-2,18.181818181818183,9.074301335724993,-1.9256986642750071,17.506351493409156
32262,15,10,5,50.0,9.318704165637685,-0.6812958343623148,6.812958343623148
32263,7,5,2,40.0,8.992833725754096,3.992833725754096,79.85667451508192
32264,3,10,-7,70.0,8.8298985058123,-1.1701014941876995,11.701014941876995
32265,16,3,13,433.3333333333333,9.359437970623135,6.359437970623135,211.98126568743785
32266,6,8,-2,25.0,8.952099920768648,0.9520999207686476,11.901249009608094
32268,7,10,-3,30.0,8.992833725754096,-1.007166274245904,10.07166274245904
32270,6,1,5,500.0,8.952099920768648,7.952099920768648,795.2099920768648
32271,4,9,-5,55.55555555555556,8.87063231079775,-0.12936768920224928,1.4374187689138809
32272,5,10,-5,50.0,8.9113661157832,-1.0886338842168009,10.886338842168009
32274,4,9,-5,55.55555555555556,8.87063231079775,-0.12936768920224928,1.4374187689138809
32275,1,12,-11,91.66666666666666,8.748430895841404,-3.2515691041585963,27.096409201321634
