X,Y,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID
-8581470.49528936,4698873.12418147,S Randolph St & Campbell Ave,classic,0825e4d5-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:24+00,7,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.840654,-77.088659,2025/07/27 04:42:29+00,279556607
-8580372.42311668,4693854.15144094,Witter Field,classic,2064975968599672936,,2025/07/27 04:41:59+00,10,0,6,0,0,YES,YES,YES,NO,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,"KEY,CREDITCARD",40,"Alexandria, VA",,38.805524,-77.078791,2025/07/27 04:42:29+00,279556608
-8577280.46089479,4727178.20622688,Wheaton Metro / Georgia Ave & Reedie Dr,classic,08265124-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:23+00,14,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,"Montgomery County, MD (South)",,39.038424,-77.05102,2025/07/27 04:42:29+00,279556609
-8581508.94053594,4706776.15688571,Langston Blvd & N Adams St,classic,08252530-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:29+00,14,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.89593,-77.089006,2025/07/27 04:42:29+00,279556610
-8585824.85516369,4707966.78928231,Marymount University / Yorktown Blvd & 26th St N,classic,5eb5b5a7-db69-4d8a-a16a-604678a544b7,,2025/07/27 04:23:08+00,10,0,0,0,5,YES,NO,NO,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.904252,-77.127776,2025/07/27 04:42:29+00,279556611
-8571687.14921538,4721740.81065707,Garland Ave & Walden Rd,classic,a3761e59-db36-4b61-8bb3-8d523af69b96,,2025/07/27 04:41:32+00,8,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,"Montgomery County, MD (South)",,39.00048,-77.00077,2025/07/27 04:42:29+00,279556612
-8573121.82601153,4707726.67972347,New Jersey Ave & K St NW,classic,082624fc-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:30+00,16,1,4,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,"Washington, DC",,38.902571,-77.013667,2025/07/27 04:42:29+00,279556613
-8576784.64091938,4707938.0871323,21st & L St NW ,classic,2061578790793374684,,2025/07/27 04:41:07+00,14,0,2,0,0,YES,YES,YES,NO,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,"KEY,CREDITCARD",42,"Washington, DC",,38.904052,-77.046567,2025/07/27 04:42:29+00,279556614
-8573915.32470706,4703757.12672022,Waterfront Park,classic,94b1507c-7f76-483c-b06a-a4131e0b5970,,2025/07/27 04:41:53+00,11,0,7,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.874821,-77.020788,2025/07/27 04:42:29+00,279556615
-8574170.74830468,4719581.94903636,Fenton St & New York Ave ,classic,08257325-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:31+00,8,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,"Montgomery County, MD (South)",,38.985404,-77.023082,2025/07/27 04:42:29+00,279556616
-8561978.58554196,4706186.32680591,61st St & Banks Pl NE,classic,08263cab-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:29+00,11,0,7,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.891805,-76.913563,2025/07/27 04:42:29+00,279556617
-8576463.64423735,4710316.03251676,Columbia Rd & Belmont St NW,classic,0824f461-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:58+00,10,0,9,0,1,YES,YES,YES,NO,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,20,"KEY,CREDITCARD",42,"Washington, DC",,38.920669,-77.04368,2025/07/27 04:42:29+00,279556618
-8580743.61774159,4699047.61948758,Martha Custis Dr & Lyons Ln,classic,2077910615087598254,,2025/07/27 04:41:27+00,12,0,0,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,"Alexandria, VA",,38.841871,-77.082124,2025/07/27 04:42:29+00,279556619
-8573806.24246638,4715452.01772384,5th & Kennedy St NW,classic,082547de-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:27+00,2,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,"Washington, DC",,38.956556,-77.019814,2025/07/27 04:42:29+00,279556620
-8570167.31757536,4727552.81478043,White Oak Transit Center,classic,6edca550-d78f-4c5d-ad2c-79d1ce88c48d,,2025/07/27 04:41:28+00,7,0,10,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,"Montgomery County, MD (South)",,39.04104,-76.987125,2025/07/27 04:42:29+00,279556621
-8572150.27981346,4706924.01428389,Columbus Circle / Union Station,classic,0824d0c6-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:33+00,17,0,37,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,55,"KEY,CREDITCARD",42,"Washington, DC",,38.89696,-77.00493,2025/07/27 04:42:29+00,279556622
-8571423.94083198,4707778.3365367,6th & K St NE,classic,082644bc-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:28+00,9,0,5,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.902932,-76.998405,2025/07/27 04:42:29+00,279556623
-8610957.68325386,4713655.59769654,Golf Course Sq and Golf Course Dr,classic,13c42471-96ab-441d-9a4c-bc57f7af6f9b,,2025/07/27 04:41:34+00,8,0,4,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,"Fairfax, VA",,38.944013,-77.353552,2025/07/27 04:42:29+00,279556624
-8581570.74317678,4699111.21423395,S Arlington Mill Dr & Campbell Ave,classic,08254dee-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:38+00,10,0,4,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.84232,-77.089555,2025/07/27 04:42:29+00,279556625
-8572265.6607686,4705201.43132812,1st & D St SE,classic,08263aa1-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:42:00+00,12,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.884916,-77.005965,2025/07/27 04:42:29+00,279556626
-8608256.09126743,4716924.445987,Becontree Ln & Goldenrain Ct,classic,e976c0ab-bc21-42b3-a2c2-b90def6f54f4,,2025/07/27 04:41:37+00,0,0,10,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,"Fairfax, VA",,38.966848,-77.329282,2025/07/27 04:42:29+00,279556627
-8580572.07896392,4713966.67779612,Yuma St & Tenley Circle NW,classic,0826139b-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:59+00,19,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.946182,-77.08059,2025/07/27 04:42:29+00,279556628
-8572593.04202246,4707315.69104189,North Capitol St & G Pl NE,classic,0825be05-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:37+00,0,0,17,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.899703,-77.008911,2025/07/27 04:42:29+00,279556629
-8574188.017474,4706622.19462566,8th & D St NW,classic,08256ac9-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:59+00,14,0,10,0,0,YES,YES,YES,NO,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,24,"KEY,CREDITCARD",42,"Washington, DC",,38.894851,-77.02324,2025/07/27 04:42:29+00,279556630
-8570305.07250553,4705993.69365359,Lincoln Park / 13th & East Capitol St NE ,classic,0824c229-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:58+00,17,0,13,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,33,"KEY,CREDITCARD",42,"Washington, DC",,38.890461,-76.988355,2025/07/27 04:42:29+00,279556631
-8589014.59287131,4705258.61581149,East Falls Church Metro / Sycamore St & 19th St N,classic,08261f4b-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:36+00,16,0,2,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,"Arlington, VA",,38.885321,-77.156427,2025/07/27 04:42:29+00,279556632
-8576617.01218177,4708944.6361844,20th & Q St NW,classic,2066765243426702154,,2025/07/27 04:41:35+00,27,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,"KEY,CREDITCARD",42,"Washington, DC",,38.911086,-77.045061,2025/07/27 04:42:29+00,279556633
-8571146.78529342,4706621.22674276,D St & Maryland Ave NE,classic,0824a703-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:52+00,22,0,2,0,0,YES,YES,YES,NO,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,24,"KEY,CREDITCARD",42,"Washington, DC",,38.894841,-76.995916,2025/07/27 04:42:29+00,279556634
-8577287.54494391,4707609.22316865,New Hampshire Ave & 24th St NW,classic,0825f723-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:40+00,1,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.901755,-77.051084,2025/07/27 04:42:29+00,279556635
-8577479.2790905,4695147.04842141,Braddock Rd Metro North,classic,08253c6b-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:51+00,13,0,3,0,0,YES,YES,YES,NO,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,"KEY,CREDITCARD",40,"Alexandria, VA",,38.814577,-77.052808,2025/07/27 04:42:29+00,279556636
-8584540.90300201,4694377.30680198,Brenman Park Dr & Somervelle St,classic,2080485651052569546,,2025/07/27 04:41:40+00,5,0,10,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,"Alexandria, VA",,38.809187,-77.116242,2025/07/27 04:42:29+00,279556637
-8583847.37213185,4695327.96605064,N Howard St & Taney Ave,classic,cdeeb133-ccd7-418f-a8d7-0b5c5380a8ae,,2025/07/27 04:41:41+00,9,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,"Alexandria, VA",,38.815842,-77.110014,2025/07/27 04:42:29+00,279556638
-8583413.82768528,4698394.68236568,N Hampton Dr & Ford Ave,classic,e456b38d-7f5e-4d06-b2bc-022b42097a06,,2025/07/27 04:41:44+00,6,0,3,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,"Alexandria, VA",,38.837306,-77.106111,2025/07/27 04:42:29+00,279556639
-8571170.94123257,4711972.30057386,7th & Monroe St NE,classic,066fd95e-0d37-4eea-a027-88c04277bb9d,,2025/07/27 04:41:42+00,6,0,9,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,"Washington, DC",,38.932243,-76.996133,2025/07/27 04:42:29+00,279556640
-8583083.9283692,4704897.34990077,Virginia Square Metro / Monroe St & 9th St N,classic,082520aa-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:42+00,8,0,7,0,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,"Arlington, VA",,38.882788,-77.103148,2025/07/27 04:42:29+00,279556641
-8567226.29693824,4704212.44374596,Randle Circle & Minnesota Ave SE,classic,08247fe1-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:41+00,6,0,4,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",42,"Washington, DC",,38.878,-76.9607,2025/07/27 04:42:29+00,279556642
-8593402.62714416,4704057.22694973,Route 29 & Bisvey Dr,classic,f0101beb-a103-46e4-93f5-c7880b85411b,,2025/07/27 04:41:46+00,0,0,12,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,"Fairfax, VA",,38.876912,-77.195847,2025/07/27 04:42:29+00,279556643
-8609481.03572037,4714715.97448189,W&OD Trail/Sunset Hills Rd & Isaac Newton Sq,classic,08263fbd-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:46+00,12,0,6,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",104,"Fairfax, VA",,38.951419,-77.340281,2025/07/27 04:42:29+00,279556644
-8577492.64066883,4693869.10631552,Commerce St & Fayette St,classic,08253b95-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:56+00,7,0,7,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,"Alexandria, VA",,38.80563,-77.052925,2025/07/27 04:42:29+00,279556645
-8566498.80272193,4717210.08982325,The Mall at Prince Georges,classic,d34d2639-ee43-4892-818f-f01116813744,,2025/07/27 04:41:47+00,13,0,3,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",133,Prince George's County,,38.968842,-76.954171,2025/07/27 04:42:29+00,279556646
-8576568.94983233,4694599.27911776,St Asaph & Pendleton St,classic,08253a4b-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:47+00,4,0,10,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,"Alexandria, VA",,38.810741,-77.044633,2025/07/27 04:42:29+00,279556647
-8573680.03947575,4707492.05837621,5th St & Massachusetts Ave NW,classic,08254442-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:59+00,5,0,14,0,1,YES,YES,YES,NO,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,20,"KEY,CREDITCARD",42,"Washington, DC",,38.90093,-77.018677,2025/07/27 04:42:29+00,279556648
-8578379.96099825,4698391.58158225,Reed & Edison,classic,febec658-2bcd-473e-8ba8-f84f016da7cd,,2025/07/27 04:41:49+00,2,0,8,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,"Alexandria, VA",,38.83728,-77.060899,2025/07/27 04:42:29+00,279556649
-8574794.70881348,4705753.63658077,Smithsonian-National Mall / Jefferson Dr & 12th St SW,classic,082522f0-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:49+00,11,0,16,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,35,"KEY,CREDITCARD",42,"Washington, DC",,38.888774,-77.028694,2025/07/27 04:42:29+00,279556650
-8587950.36934432,4733765.90590307,Rockville Metro West,classic,0825f1f7-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:50+00,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",43,"Montgomery County, MD (North)",,39.084379,-77.146866,2025/07/27 04:42:29+00,279556651
-8610746.74544297,4715239.8592735,W&OD Trail/Sunset Hills Rd & Old Reston Ave,classic,082639c8-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:51+00,0,1,13,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",104,"Fairfax, VA",,38.955079,-77.351649,2025/07/27 04:42:29+00,279556652
-8574077.36247233,4705394.39409681,L'Enfant Plaza / 7th & C St SW,classic,08249d44-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:57+00,11,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,"Washington, DC",,38.886266,-77.022241,2025/07/27 04:42:29+00,279556653
-8568798.50687709,4706568.02234929,Oklahoma Ave & D St NE,classic,08261245-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:54+00,10,0,9,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.894474,-76.974828,2025/07/27 04:42:29+00,279556654
-8573558.63869294,4703491.85677852,4th & O St SW,classic,9c6fb0a8-d371-433f-b52e-ca47881156b3,,2025/07/27 04:41:54+00,1,0,13,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,"Washington, DC",,38.872964,-77.017585,2025/07/27 04:42:29+00,279556655
-8586333.00711711,4693705.67627637,S Pickett St & Shillings St,classic,2260574d-dbc6-4416-9f8c-3e1fcc0d9f5b,,2025/07/27 04:41:56+00,3,0,11,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,"Alexandria, VA",,38.804486,-77.132334,2025/07/27 04:42:29+00,279556656
-8562277.21651702,4722025.5600902,Greenbelt Station Parkway,classic,cec05512-b9d1-4671-bc76-8b168079db93,,2025/07/27 04:41:57+00,7,0,4,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",133,Prince George's County,,39.002459,-76.916243,2025/07/27 04:42:29+00,279556657
-8577039.64381581,4707204.7523726,22nd & H St NW,classic,d325a449-32d7-488d-b746-9455ad003834,,2025/07/27 04:41:59+00,10,0,5,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",42,"Washington, DC",,38.898925,-77.048852,2025/07/27 04:42:29+00,279556658
-8574707.85082676,4715477.57241526,Georgia Ave & Kennedy St NW,classic,568a84a6-8911-48aa-8ad4-9a1b46564e9d,,2025/07/27 04:40:00+00,17,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.95674,-77.02791,2025/07/27 04:42:29+00,279556659
-8568897.98453536,4728284.62561995,White Oak Rec Center,classic,2213781a-5c69-43eb-9b33-346d61e7e1ba,,2025/07/27 04:40:01+00,14,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,"Montgomery County, MD (South)",,39.046144,-76.975723,2025/07/27 04:42:29+00,279556660
-8577336.05664776,4700308.09959023,Clark St & 26th St S,classic,0824739d-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:40:06+00,8,0,3,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,"Arlington, VA",,38.850688,-77.05152,2025/07/27 04:42:29+00,279556661
-8554302.02366168,4707331.88157469,Largo Town Center Metro,classic,29b65d73-fc99-42e3-9007-2175402a5c56,,2025/07/27 04:40:07+00,12,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",133,Prince George's County,,38.899811,-76.844604,2025/07/27 04:42:29+00,279556662
-8590926.37127107,4705275.75848785,Falls Church City Hall / Park Ave & Little Falls St,classic,3735d025-7e82-467c-8844-29d08d66b0e4,,2025/07/27 04:40:03+00,9,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",152,"Falls Church, VA",,38.885434,-77.173605,2025/07/27 04:42:29+00,279556663
-8581181.6378099,4697132.86321861,Radford & Osage St,classic,08261ee4-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:40:05+00,10,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,"Alexandria, VA",,38.828471,-77.086061,2025/07/27 04:42:29+00,279556664
-8572241.1941662,4703786.99750126,1st & N St SE,classic,082484cf-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:40:02+00,13,0,26,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,39,"KEY,CREDITCARD",42,"Washington, DC",,38.875023,-77.005754,2025/07/27 04:42:29+00,279556665
-8576920.9173449,4728104.11630173,Amherst Ave & Elkins St,classic,0826518d-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:41:59+00,10,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,"Montgomery County, MD (South)",,39.044887,-77.047788,2025/07/27 04:42:29+00,279556666
-8571639.53918315,4705921.62744606,4th & East Capitol St NE,classic,0824c1a1-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:40:02+00,5,0,6,5,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",42,"Washington, DC",,38.889955,-77.000349,2025/07/27 04:42:29+00,279556667
-8575765.5011201,4704472.74313178,Jefferson Memorial,classic,082527e7-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:40:14+00,7,0,9,4,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,"Washington, DC",,38.879819,-77.037413,2025/07/27 04:42:29+00,279556668
-8581827.53077989,4705841.73516462,Wilson Blvd & N Edgewood St,classic,0824f3d6-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:40:09+00,9,1,3,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.889396,-77.091862,2025/07/27 04:42:29+00,279556669
-8571245.63251059,4705492.60260603,Eastern Market / 7th & North Carolina Ave SE,classic,08249a1c-1f3f-11e7-bf6b-3863bb334450,,2025/07/27 04:40:12+00,12,0,0,0,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,"Washington, DC",,38.886952,-76.996806,2025/07/27 04:42:29+00,279556670
-8584537.26333868,4698583.85009572,Fillmore & Bisdorf,classic,a8ffa826-a14d-4bb0-ab33-de6b8c34d190,,2025/07/27 04:40:07+00,8,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,"Alexandria, VA",,38.83863,-77.116206,2025/07/27 04:42:29+00,279556671
-8576574.94429677,4693749.92140764,King St & N Pitt St,classic,e84a9c46-89ce-45dc-866f-fe8cbc50e88e,,2025/07/27 04:40:16+00,2,0,9,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,"Alexandria, VA",,38.804801,-77.044676,2025/07/27 04:42:29+00,279556672
-8574899.94307037,4709781.77440253,13th & U St NW,classic,732103a1-eedd-4044-afa6-67b2d192ff22,,2025/07/27 04:40:18+00,12,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.916936,-77.029631,2025/07/27 04:42:29+00,279556673
