station_id,station_name,docks_total
32201.0,Westpark Dr & Leesburg Pike,11
32203.0,Tysons Metro South,5
32204.0,Tysons Metro North,11
32205.0,Westpark & Jones Branch Dr,3
32206.0,Jones Branch & Westbranch Dr,5
32207.0,Westpark & Park Run Dr,11
32209.0,North Shore & Cameron Crescent Dr/Crescent Apartments,1
32210.0,Town Center Pkwy & Bowman Towne Dr,6
32211.0,Greensboro Metro East,13
32212.0,New Dominion Pkwy & Fountain Dr,8
32213.0,W&OD Trail/Sunset Hills Rd & Old Reston Ave,1
32214.0,W&OD Trail & Explorer St/Reston Bus Station,13
32215.0,Wiehle-Reston Metro South,16
32216.0,Library St & Freedom Dr,13
32218.0,Temporary Rd & Old Reston Ave,9
32219.0,Reston YMCA,5
32220.0,W&OD Trail/Sunset Hills Rd & Isaac Newton Sq,12
32221.0,Greensboro & International Dr,7
32223.0,North Shore Dr & Village Rd,5
32224.0,Town Center Pkwy & Sunset Hills Rd,6
32225.0,Reston Pkwy & Spectrum Dr,2
32226.0,20th & I St NW,24
32228.0,Reston Station Blvd & Sunset Hills Rd,4
32229.0,Park Run & Onyx Dr,8
32230.0,McLean Metro,14
32231.0,Dunn Loring Metro,16
32232.0,West Falls Church Metro,0
32234.0,Merrilee Dr & Lauren Elizabeth Lane,11
32235.0,Merrifield Cinema & Merrifield Town Center,2
32236.0,Vy Reston Heights,7
32237.0,Baron Cameron Ave & North Hampton Ave,5
32238.0,Ridge Heights Rd & Seahawks Dr,1
32239.0,Becontree Ln & Goldenrain Ct,0
32242.0,Market St & St Francis St,11
32243.0,Reston Town Center Metro North,12
32244.0,Vantage Hill Rd & Wainwright Dr,8
32246.0,Golf Course Sq and Golf Course Dr,8
32247.0,South Lakes Dr and Reston Pkwy,11
32248.0,Olde Crafts Dr and Cartwright Pl,4
32250.0,Glade Dr & Pinecrest Rd/Cathy Hudgins Cmty Ctr,10
32251.0,Lake Newport Rd and Autumn Ridge Cir,5
32252.0,Ridge Heights and Owl Cove Ln,9
32253.0,Soapstone Dr Convenience Center,0
32255.0,Hartland Rd & Harte Pl,7
32258.0,Reston Town Center Metro South,18
32259.0,N Shore Dr & Wainwright Dr,10
32260.0,Vienna Metro South,18
32261.0,Vaden Dr & Royal Victoria Dr/Jim Scott Cmty Ctr,11
32262.0,District Ave & Strawberry Ln/Mosaic Market Garage,10
32263.0,Gatehouse Rd & Telestar Ct,5
32264.0,Pimmit Dr & Idyl Ln,10
32265.0,Pimmit Dr & Los Pueblos Ln,3
32266.0,Emma Lee St & Morris St,8
32267.0,Route 29 & Bisvey Dr,0
32268.0,Arlington Blvd & Allen St,10
32269.0,Jones Branch Dr & Blyton St,0
32270.0,Westbranch & Jones Branch Dr,1
32271.0,Madron Ln & Bermudez Ct,9
32272.0,Madrillon Rd & Boss St,10
32274.0,Beech Dr at Draper Dr Park,9
32275.0,Fairfax Blvd & Pickett Rd South,12
32276.0,Fairfax Blvd & Pickett Rd North,8
32277.0,Layton Hall Dr & University Dr,7
32278.0,Blenheim Blvd & North St,5
32279.0,George Mason Blvd & Armstrong St,7
32280.0,University Dr & Democracy Ln,2
32281.0,Fair Woods Pkwy & Fairfax Blvd,9
32282.0,School St & George Mason Blvd,7
32283.0,South St & University Dr,2
32288.0,Seatrend Way & Topsails Ln,1
32289.0,Franconia-Springfield Metro North,5
32290.0,Charles Arrington Dr & Manchester Lakes Dr ,9
32293.0,GMU/Patriot Cir & York Dr,1
32294.0,GMU/Rappahannock River Ln,6
32295.0,GMU/Horizon Hall & Harris Theater,11
32296.0,Metro Park Dr & Walker Ln ,12
32297.0,Hilltop Rd & Willowmere Dr ,4
32298.0,Chain Bridge Rd & Anderson Rd,8
32301.0,20th & N St NW ,11
32320.0,Reston Cmty Ctr/Hunters Woods Plaza,6
32400.0,1301 McCormick Dr / Wayne K. Curry Admin Bldg,13
32401.0,Largo Town Center Metro,12
32402.0,Baltimore Ave & Van Buren St / Riverdale Park Station,16
32403.0,Baltimore Ave & Jefferson St,11
32404.0,Perry & 35th St,0
32405.0,Largo Rd & Campus Way / Prince Georges's Comm Col,2
32406.0,Fleet St & Waterfront St,4
32407.0,Oxon Hill Park & Ride,13
32408.0,Oglethorpe St & 42nd Ave,5
32409.0,Southern Ave Metro,12
32410.0,Queens Chapel & Hamilton St,0
32411.0,Northwestern High School,9
32412.0,New Hampshire Ave & East-West Hwy,12
32413.0,Rhode Island Ave & 39th St / Brentwood Arts Exchange,4
32414.0,Riggs Rd & East West Hwy,5
32415.0,Tanger Outlets,10
32416.0,Chillum Rd & Riggs Rd / Riggs Plaza,3
32417.0,Hyattsville Library / Adelphi Rd & Toledo Rd,14
32418.0,West Hyattsville Metro,1
32419.0,Capitol Heights Metro,11
32420.0,Prince George's Plaza Metro,16
32421.0,Riverdale Park Town Center,10
32422.0,The Mall at Prince Georges,13
32423.0,National Harbor Carousel,6
32424.0,Roosevelt Center & Crescent Rd,5
32425.0,Crescent Rd & Ridge Rd,4
32426.0,Greenbelt Station Parkway,7
32427.0,40th Ave & Bladensburg Rd,10
32428.0,Walker Mill Road/ Walker Mill Regional Park ,3
32429.0,Bowdoin Ave & Calvert Rd/ College Park Station,10
32430.0,Guilford Drive & Rowalt Drive / UMD,9
32431.0,Baltimore Avenue and Hotel Drive at UMD,13
32432.0,Bladensburg Waterfront Park,5
32433.0,Rhode Island Avenue /Charles Armentrout Drive - Melrose Skate Park ,5
32434.0,Motiva Greenbelt,1
32600.0,Founders Row/W Broad St & West St,10
32601.0,Eden Center,6
32602.0,N Oak St & W Broad St,11
32603.0,Pennsylvania Ave & Park Ave,7
32604.0,E Fairfax St & S Washington St,4
32605.0,W Broad St & Little Falls St,6
32606.0,N Roosevelt St & Roosevelt Blvd,2
32607.0,S Maple Ave & S Washington St,4
32608.0,Falls Church City Hall / Park Ave & Little Falls St,9
32609.0,W Columbia St & N Washington St,11
33200.0,17th St & New York Ave NW,1
,22nd & H St NW,10
